plant_type,location,sunlight,soil_type,soil_moisture,nitrogen,phosphorus,potassium,soil_ph,recommended_fertilizer
Succulent,Outdoor Garden,Low,Clay,Low,27,37,62,7.3,Nitrogen Rich
Herb,Outdoor Garden,Medium,Sandy,Medium,32,27,64,5.8,Nitrogen Rich
Flower Plant,Indoor,High,Potting Mix,Low,61,67,77,6.2,Bone Meal
Herb,Indoor,Low,Sandy,High,30,55,34,6.7,Nitrogen Rich
Vegetable Plant,Balcony,Low,Loamy,Medium,61,65,72,5.1,Vermicompost
Succulent,Rooftop,Medium,Potting Mix,Medium,60,60,33,5.9,Balanced NPK
Vegetable Plant,Indoor,High,Clay,High,38,30,74,5.0,Phosphorus Rich
Succulent,Balcony,High,Clay,High,31,52,51,6.0,Nitrogen Rich
Herb,Balcony,Medium,Potting Mix,Medium,34,68,53,6.0,Nitrogen Rich
Succulent,Indoor,Medium,Clay,High,33,68,57,7.1,Nitrogen Rich
Leafy Ornamental,Balcony,Low,Loamy,High,76,32,51,5.5,Phosphorus Rich
Flower Plant,Outdoor Garden,High,Clay,Low,53,26,58,6.6,Phosphorus Rich
Vegetable Plant,Balcony,High,Sandy,Low,21,53,38,5.4,Nitrogen Rich
Herb,Rooftop,Medium,Sandy,High,28,25,40,6.2,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,Medium,Clay,High,53,72,68,5.4,Nitrogen Rich
Herb,Indoor,Low,Sandy,Medium,29,63,76,6.3,Nitrogen Rich
Indoor Plant,Indoor,Low,Sandy,Medium,30,38,47,7.5,Nitrogen Rich
Vegetable Plant,Rooftop,Low,Loamy,Low,42,45,29,5.6,Balanced NPK
Flower Plant,Outdoor Garden,Medium,Loamy,High,80,29,66,7.5,Phosphorus Rich
Indoor Plant,Outdoor Garden,Medium,Clay,Medium,43,78,46,7.2,Liquid Fertilizer
Leafy Ornamental,Outdoor Garden,Medium,Sandy,Low,48,23,48,5.1,Phosphorus Rich
Indoor Plant,Balcony,High,Clay,Medium,69,42,34,7.3,Balanced NPK
Succulent,Rooftop,Medium,Potting Mix,High,36,64,33,6.1,Balanced NPK
Indoor Plant,Outdoor Garden,High,Sandy,High,64,76,55,5.9,Liquid Fertilizer
Leafy Ornamental,Outdoor Garden,High,Sandy,High,24,65,66,6.2,Nitrogen Rich
Succulent,Indoor,High,Potting Mix,Medium,78,70,52,6.9,Compost
Vegetable Plant,Indoor,High,Potting Mix,Low,35,58,33,6.2,Balanced NPK
Vegetable Plant,Indoor,High,Potting Mix,Low,56,43,50,5.2,Vermicompost
Herb,Rooftop,Low,Sandy,Low,73,21,36,7.3,Phosphorus Rich
Leafy Ornamental,Indoor,High,Clay,Low,47,61,41,7.2,Nitrogen Rich
Succulent,Balcony,High,Sandy,Low,32,77,48,7.3,Nitrogen Rich
Succulent,Outdoor Garden,Low,Clay,Medium,74,33,57,5.2,Phosphorus Rich
Flower Plant,Outdoor Garden,High,Clay,Low,33,50,70,7.4,Nitrogen Rich
Flower Plant,Outdoor Garden,High,Potting Mix,Low,77,35,27,6.8,Balanced NPK
Vegetable Plant,Outdoor Garden,Low,Sandy,Low,45,63,21,6.9,Balanced NPK
Herb,Rooftop,High,Loamy,Medium,44,57,30,7.2,Balanced NPK
Herb,Rooftop,Low,Sandy,Low,38,29,75,5.3,Phosphorus Rich
Leafy Ornamental,Outdoor Garden,Medium,Loamy,Low,29,65,57,6.3,Nitrogen Rich
Flower Plant,Indoor,Low,Sandy,Low,27,57,45,6.7,Nitrogen Rich
Succulent,Balcony,Low,Clay,High,24,32,67,5.9,Nitrogen Rich
Succulent,Rooftop,High,Potting Mix,Low,51,78,76,6.8,Compost
Herb,Rooftop,Medium,Clay,High,59,77,27,6.5,Balanced NPK
Herb,Indoor,High,Loamy,Low,56,27,70,6.2,Phosphorus Rich
Flower Plant,Rooftop,High,Loamy,High,68,34,59,5.5,Phosphorus Rich
Leafy Ornamental,Outdoor Garden,Medium,Clay,Low,69,33,76,6.3,Phosphorus Rich
Indoor Plant,Balcony,Medium,Clay,Medium,21,71,79,5.8,Nitrogen Rich
Vegetable Plant,Outdoor Garden,Medium,Clay,Low,31,38,27,7.3,Nitrogen Rich
Herb,Indoor,Medium,Sandy,Low,66,61,39,6.5,Nitrogen Rich
Indoor Plant,Balcony,High,Sandy,Low,64,50,75,5.2,Liquid Fertilizer
Succulent,Outdoor Garden,High,Potting Mix,Medium,68,42,67,5.5,Compost
Herb,Indoor,Low,Clay,Medium,68,39,41,6.2,Nitrogen Rich
Vegetable Plant,Rooftop,Medium,Clay,Low,49,33,49,5.5,Phosphorus Rich
Herb,Balcony,Low,Potting Mix,Low,36,39,37,6.4,Nitrogen Rich
Herb,Indoor,Low,Loamy,Medium,78,57,40,7.3,Nitrogen Rich
Vegetable Plant,Rooftop,Medium,Loamy,Low,23,57,26,6.9,Nitrogen Rich
Vegetable Plant,Balcony,Low,Clay,High,79,23,28,6.5,Phosphorus Rich
Indoor Plant,Balcony,Low,Potting Mix,Low,80,47,62,5.6,Liquid Fertilizer
Indoor Plant,Rooftop,Medium,Clay,High,56,45,73,6.2,Liquid Fertilizer
Flower Plant,Outdoor Garden,Low,Potting Mix,Medium,58,28,36,6.0,Phosphorus Rich
Indoor Plant,Balcony,High,Loamy,Low,54,78,21,5.7,Balanced NPK
Vegetable Plant,Outdoor Garden,High,Clay,Low,40,22,71,6.8,Phosphorus Rich
Leafy Ornamental,Balcony,Low,Clay,High,37,58,20,6.0,Balanced NPK
Indoor Plant,Rooftop,Medium,Potting Mix,High,70,30,49,7.4,Phosphorus Rich
Herb,Indoor,Low,Clay,Low,23,69,58,5.2,Nitrogen Rich
Indoor Plant,Balcony,Low,Potting Mix,Low,55,76,26,6.2,Balanced NPK
Leafy Ornamental,Balcony,Low,Clay,Medium,56,48,43,6.6,Nitrogen Rich
Indoor Plant,Indoor,Medium,Clay,Medium,80,67,24,6.1,Balanced NPK
Flower Plant,Rooftop,High,Loamy,High,54,35,44,7.1,Bone Meal
Herb,Indoor,Low,Potting Mix,Medium,74,26,74,7.0,Phosphorus Rich
Succulent,Outdoor Garden,High,Loamy,High,63,76,65,7.5,Compost
Herb,Balcony,Medium,Sandy,High,63,54,54,6.1,Nitrogen Rich
Flower Plant,Rooftop,Low,Potting Mix,Medium,64,79,42,7.1,Bone Meal
Succulent,Outdoor Garden,High,Sandy,Medium,40,75,55,5.6,Compost
Leafy Ornamental,Rooftop,Low,Sandy,High,74,59,33,7.3,Balanced NPK
Flower Plant,Indoor,Medium,Clay,Medium,31,21,46,6.6,Nitrogen Rich
Herb,Rooftop,High,Loamy,Medium,69,25,57,6.6,Phosphorus Rich
Leafy Ornamental,Indoor,High,Sandy,Low,74,52,64,6.7,Nitrogen Rich
Flower Plant,Outdoor Garden,Low,Sandy,Low,47,39,68,6.5,Bone Meal
Leafy Ornamental,Rooftop,High,Sandy,Low,24,42,26,6.6,Nitrogen Rich
Flower Plant,Rooftop,High,Potting Mix,Medium,61,70,53,5.2,Bone Meal
Herb,Outdoor Garden,Low,Loamy,Medium,49,53,32,6.1,Balanced NPK
Herb,Indoor,Low,Loamy,Low,40,64,34,5.4,Balanced NPK
Vegetable Plant,Rooftop,Medium,Sandy,Low,24,60,25,6.3,Nitrogen Rich
Indoor Plant,Rooftop,Low,Sandy,Medium,33,53,53,7.3,Nitrogen Rich
Succulent,Indoor,Low,Loamy,Low,25,28,36,6.6,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,Medium,Loamy,Low,23,24,22,6.1,Nitrogen Rich
Leafy Ornamental,Balcony,Medium,Loamy,Low,66,42,65,5.1,Nitrogen Rich
Succulent,Indoor,Low,Potting Mix,Low,40,52,21,6.3,Balanced NPK
Vegetable Plant,Indoor,Low,Sandy,Medium,21,62,64,5.8,Nitrogen Rich
Flower Plant,Rooftop,High,Clay,Low,73,24,27,7.4,Phosphorus Rich
Succulent,Outdoor Garden,Medium,Sandy,High,31,45,49,7.0,Nitrogen Rich
Flower Plant,Indoor,High,Potting Mix,Low,55,20,48,6.5,Phosphorus Rich
Indoor Plant,Balcony,High,Loamy,Medium,78,77,26,6.5,Balanced NPK
Indoor Plant,Balcony,Medium,Sandy,Medium,27,36,44,6.8,Nitrogen Rich
Succulent,Indoor,Medium,Clay,Medium,24,22,56,5.9,Nitrogen Rich
Flower Plant,Balcony,High,Loamy,Medium,79,58,24,7.0,Balanced NPK
Herb,Balcony,Low,Potting Mix,High,31,39,79,7.2,Nitrogen Rich
Succulent,Indoor,Medium,Loamy,Low,63,32,80,6.8,Phosphorus Rich
Leafy Ornamental,Balcony,Medium,Clay,Low,71,69,68,7.0,Nitrogen Rich
Indoor Plant,Outdoor Garden,High,Loamy,Medium,66,46,32,7.3,Balanced NPK
Herb,Balcony,Low,Clay,High,80,41,52,6.4,Nitrogen Rich
Indoor Plant,Balcony,Medium,Potting Mix,Medium,25,50,21,6.1,Nitrogen Rich
Herb,Balcony,Medium,Potting Mix,Medium,78,28,78,6.2,Phosphorus Rich
Indoor Plant,Outdoor Garden,Low,Sandy,Medium,31,69,68,5.1,Nitrogen Rich
Indoor Plant,Outdoor Garden,Low,Clay,Low,55,44,53,5.4,Liquid Fertilizer
Succulent,Indoor,Medium,Potting Mix,High,21,20,66,6.2,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,Low,Potting Mix,High,20,23,72,6.3,Nitrogen Rich
Flower Plant,Balcony,High,Potting Mix,Medium,40,23,67,6.1,Phosphorus Rich
Succulent,Indoor,Medium,Clay,Medium,35,68,57,5.7,Compost
Herb,Rooftop,Medium,Potting Mix,Low,46,69,33,6.5,Balanced NPK
Vegetable Plant,Indoor,High,Sandy,High,72,34,54,7.2,Phosphorus Rich
Flower Plant,Rooftop,Medium,Clay,Low,40,78,41,7.3,Bone Meal
Succulent,Rooftop,Medium,Potting Mix,Medium,63,49,25,5.5,Balanced NPK
Succulent,Outdoor Garden,Low,Potting Mix,Low,23,25,33,5.3,Nitrogen Rich
Flower Plant,Outdoor Garden,High,Potting Mix,Low,71,80,54,6.2,Bone Meal
Succulent,Outdoor Garden,High,Loamy,High,74,35,23,6.4,Balanced NPK
Herb,Outdoor Garden,Low,Clay,High,39,23,72,7.0,Phosphorus Rich
Succulent,Indoor,Medium,Loamy,High,41,21,57,7.5,Phosphorus Rich
Vegetable Plant,Outdoor Garden,High,Potting Mix,High,45,20,41,7.2,Phosphorus Rich
Indoor Plant,Outdoor Garden,High,Sandy,Low,72,43,67,5.9,Liquid Fertilizer
Flower Plant,Outdoor Garden,Low,Potting Mix,High,55,36,21,6.1,Balanced NPK
Indoor Plant,Balcony,Low,Sandy,Low,37,72,27,6.0,Balanced NPK
Leafy Ornamental,Indoor,Medium,Potting Mix,Low,32,80,51,6.4,Nitrogen Rich
Herb,Rooftop,Low,Sandy,Medium,77,34,71,7.1,Phosphorus Rich
Indoor Plant,Indoor,High,Loamy,Medium,27,74,74,6.3,Nitrogen Rich
Herb,Balcony,Medium,Sandy,Medium,53,43,67,6.9,Nitrogen Rich
Indoor Plant,Rooftop,Low,Sandy,Low,69,48,78,6.9,Liquid Fertilizer
Leafy Ornamental,Balcony,High,Clay,Medium,27,74,42,7.3,Nitrogen Rich
Vegetable Plant,Indoor,Low,Potting Mix,Low,40,67,65,7.3,Balanced NPK
Indoor Plant,Outdoor Garden,Medium,Loamy,High,29,47,54,5.4,Nitrogen Rich
Indoor Plant,Indoor,Low,Sandy,Low,65,70,77,5.3,Liquid Fertilizer
Vegetable Plant,Rooftop,Medium,Loamy,Low,50,62,79,6.7,Balanced NPK
Herb,Outdoor Garden,High,Clay,High,71,51,40,6.7,Nitrogen Rich
Indoor Plant,Outdoor Garden,High,Potting Mix,Low,43,21,71,5.1,Phosphorus Rich
Succulent,Outdoor Garden,Low,Potting Mix,Medium,80,70,52,6.1,Compost
Leafy Ornamental,Balcony,High,Loamy,High,33,27,60,5.9,Nitrogen Rich
Indoor Plant,Indoor,High,Sandy,Medium,52,32,25,7.5,Phosphorus Rich
Vegetable Plant,Outdoor Garden,Low,Sandy,High,64,32,64,6.9,Phosphorus Rich
Herb,Indoor,Medium,Potting Mix,Medium,52,52,25,6.3,Balanced NPK
Succulent,Rooftop,Medium,Potting Mix,Low,46,24,61,6.8,Phosphorus Rich
Indoor Plant,Rooftop,Medium,Clay,High,23,77,48,5.9,Nitrogen Rich
Vegetable Plant,Rooftop,High,Sandy,High,50,54,30,7.1,Balanced NPK
Herb,Balcony,Low,Loamy,Medium,79,62,37,5.8,Nitrogen Rich
Vegetable Plant,Indoor,Low,Clay,High,74,40,57,6.5,Balanced NPK
Indoor Plant,Indoor,High,Potting Mix,Medium,26,51,40,7.1,Nitrogen Rich
Herb,Rooftop,Medium,Potting Mix,High,20,73,32,7.1,Nitrogen Rich
Succulent,Indoor,High,Potting Mix,High,32,30,23,5.0,Nitrogen Rich
Leafy Ornamental,Rooftop,High,Potting Mix,Medium,76,38,34,6.1,Balanced NPK
Indoor Plant,Indoor,Low,Potting Mix,High,57,31,53,6.5,Phosphorus Rich
Leafy Ornamental,Rooftop,Low,Clay,High,78,48,46,5.2,Nitrogen Rich
Succulent,Rooftop,Medium,Potting Mix,Medium,61,63,44,5.1,Compost
Flower Plant,Indoor,Low,Potting Mix,Low,36,43,32,5.2,Balanced NPK
Indoor Plant,Balcony,Medium,Sandy,High,80,28,69,6.0,Phosphorus Rich
Flower Plant,Rooftop,Medium,Sandy,High,20,45,53,5.6,Nitrogen Rich
Herb,Outdoor Garden,Medium,Potting Mix,Medium,54,36,22,5.7,Balanced NPK
Leafy Ornamental,Indoor,High,Sandy,Low,72,48,37,6.5,Nitrogen Rich
Herb,Rooftop,Medium,Clay,Medium,46,51,24,5.4,Balanced NPK
Indoor Plant,Rooftop,Medium,Potting Mix,Medium,60,77,39,5.2,Liquid Fertilizer
Vegetable Plant,Outdoor Garden,High,Loamy,Low,63,35,79,7.4,Balanced NPK
Leafy Ornamental,Indoor,Low,Potting Mix,High,78,35,71,6.5,Nitrogen Rich
Leafy Ornamental,Indoor,Low,Loamy,High,48,47,51,6.8,Nitrogen Rich
Flower Plant,Indoor,Medium,Sandy,High,24,33,80,5.9,Nitrogen Rich
Leafy Ornamental,Rooftop,Low,Potting Mix,Medium,53,68,74,6.5,Nitrogen Rich
Succulent,Balcony,High,Loamy,Medium,55,33,47,6.2,Phosphorus Rich
Vegetable Plant,Balcony,Medium,Loamy,Low,38,41,48,5.3,Vermicompost
Succulent,Balcony,Medium,Clay,High,68,80,47,6.4,Compost
Herb,Rooftop,Medium,Potting Mix,Low,36,24,78,6.8,Phosphorus Rich
Succulent,Indoor,Medium,Potting Mix,Low,51,25,44,7.5,Phosphorus Rich
Succulent,Balcony,Medium,Clay,Low,61,80,55,5.5,Compost
Herb,Rooftop,Low,Clay,Medium,22,77,20,5.8,Nitrogen Rich
Succulent,Balcony,Medium,Clay,Medium,80,27,30,5.1,Phosphorus Rich
Herb,Rooftop,Low,Potting Mix,High,22,54,22,6.0,Nitrogen Rich
Succulent,Rooftop,Medium,Loamy,Low,59,60,58,6.2,Compost
Herb,Outdoor Garden,High,Potting Mix,Medium,32,28,80,6.6,Nitrogen Rich
Succulent,Rooftop,High,Sandy,High,50,64,41,6.5,Compost
Indoor Plant,Balcony,High,Clay,Low,57,68,61,6.9,Liquid Fertilizer
Vegetable Plant,Rooftop,Medium,Potting Mix,Medium,63,78,76,6.9,Balanced NPK
Indoor Plant,Indoor,Low,Clay,Medium,48,22,64,5.0,Phosphorus Rich
Indoor Plant,Outdoor Garden,High,Loamy,High,70,36,51,5.6,Liquid Fertilizer
Indoor Plant,Indoor,High,Potting Mix,Low,51,74,20,7.3,Balanced NPK
Herb,Rooftop,Low,Clay,Low,55,28,28,6.0,Phosphorus Rich
Herb,Rooftop,Medium,Sandy,Medium,38,44,38,6.5,Nitrogen Rich
Vegetable Plant,Indoor,Low,Potting Mix,Medium,30,72,39,5.2,Nitrogen Rich
Indoor Plant,Indoor,Medium,Clay,Medium,21,38,57,6.7,Nitrogen Rich
Vegetable Plant,Outdoor Garden,High,Sandy,Medium,25,29,50,7.4,Nitrogen Rich
Indoor Plant,Indoor,High,Clay,Low,32,76,53,6.2,Nitrogen Rich
Flower Plant,Rooftop,High,Loamy,High,27,78,29,7.1,Nitrogen Rich
Succulent,Indoor,High,Sandy,High,55,51,37,7.2,Compost
Indoor Plant,Indoor,Medium,Clay,Low,68,29,44,5.4,Phosphorus Rich
Leafy Ornamental,Balcony,Low,Loamy,Low,62,51,44,5.1,Nitrogen Rich
Leafy Ornamental,Rooftop,Medium,Potting Mix,Medium,28,57,37,5.7,Nitrogen Rich
Flower Plant,Balcony,Medium,Loamy,Low,30,77,47,5.7,Nitrogen Rich
Herb,Rooftop,High,Loamy,High,35,34,39,6.9,Phosphorus Rich
Flower Plant,Outdoor Garden,Low,Loamy,Low,28,29,62,6.1,Nitrogen Rich
Herb,Indoor,Medium,Clay,High,33,39,63,5.7,Nitrogen Rich
Indoor Plant,Outdoor Garden,Low,Sandy,High,72,71,52,7.0,Liquid Fertilizer
Leafy Ornamental,Indoor,High,Sandy,High,67,56,65,7.5,Nitrogen Rich
Flower Plant,Balcony,High,Loamy,Medium,27,71,74,5.4,Nitrogen Rich
Herb,Rooftop,Medium,Potting Mix,Medium,30,28,52,6.7,Nitrogen Rich
Flower Plant,Rooftop,Low,Loamy,High,51,69,36,6.5,Bone Meal
Indoor Plant,Indoor,High,Loamy,High,34,46,48,6.1,Nitrogen Rich
Vegetable Plant,Indoor,Medium,Clay,Medium,37,69,67,6.5,Balanced NPK
Vegetable Plant,Balcony,High,Clay,Low,70,58,77,6.6,Balanced NPK
Flower Plant,Outdoor Garden,Low,Potting Mix,High,32,30,70,5.6,Nitrogen Rich
Vegetable Plant,Rooftop,Low,Potting Mix,High,42,43,64,6.1,Balanced NPK
Leafy Ornamental,Rooftop,Medium,Clay,Low,34,58,32,7.4,Nitrogen Rich
Indoor Plant,Indoor,Medium,Clay,Low,27,29,75,7.3,Nitrogen Rich
Vegetable Plant,Balcony,Medium,Potting Mix,Medium,78,42,73,6.1,Balanced NPK
Vegetable Plant,Outdoor Garden,Low,Potting Mix,Low,43,59,61,5.2,Vermicompost
Succulent,Rooftop,Low,Loamy,Low,43,45,30,6.9,Balanced NPK
Leafy Ornamental,Balcony,Medium,Sandy,Low,33,41,68,6.4,Nitrogen Rich
Indoor Plant,Indoor,High,Loamy,High,36,25,24,7.2,Phosphorus Rich
Herb,Rooftop,High,Loamy,Low,79,62,60,6.6,Nitrogen Rich
Flower Plant,Indoor,Low,Potting Mix,Low,72,54,31,7.1,Balanced NPK
Leafy Ornamental,Outdoor Garden,Low,Potting Mix,High,45,60,75,7.5,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,Medium,Loamy,Low,68,50,21,6.6,Balanced NPK
Herb,Balcony,High,Potting Mix,Low,79,58,67,6.5,Nitrogen Rich
Herb,Balcony,Medium,Sandy,High,30,59,56,6.9,Nitrogen Rich
Succulent,Indoor,Low,Sandy,Low,59,79,53,5.8,Compost
Leafy Ornamental,Rooftop,High,Loamy,Medium,20,72,56,5.6,Nitrogen Rich
Herb,Balcony,Low,Loamy,High,66,44,58,5.7,Nitrogen Rich
Succulent,Outdoor Garden,Low,Loamy,Low,64,79,25,7.1,Balanced NPK
Leafy Ornamental,Indoor,Medium,Clay,Low,32,30,35,6.5,Nitrogen Rich
Herb,Indoor,Low,Potting Mix,Medium,39,76,63,6.9,Nitrogen Rich
Indoor Plant,Balcony,Low,Potting Mix,Medium,73,64,69,6.7,Liquid Fertilizer
Vegetable Plant,Outdoor Garden,Medium,Loamy,Low,59,46,69,5.9,Balanced NPK
Succulent,Outdoor Garden,High,Loamy,Medium,57,21,23,6.3,Phosphorus Rich
Indoor Plant,Balcony,Medium,Sandy,Low,31,30,46,5.1,Nitrogen Rich
Indoor Plant,Balcony,High,Loamy,High,25,32,64,7.5,Nitrogen Rich
Succulent,Outdoor Garden,Low,Sandy,Low,43,33,55,6.3,Phosphorus Rich
Leafy Ornamental,Rooftop,Low,Loamy,High,65,20,39,7.2,Phosphorus Rich
Leafy Ornamental,Balcony,Low,Loamy,Low,67,46,27,6.1,Balanced NPK
Indoor Plant,Indoor,High,Potting Mix,Low,67,73,55,6.6,Liquid Fertilizer
Flower Plant,Rooftop,Low,Loamy,High,72,60,26,5.1,Balanced NPK
Vegetable Plant,Indoor,Low,Potting Mix,Low,74,67,58,6.2,Balanced NPK
Succulent,Balcony,High,Potting Mix,High,21,38,80,6.7,Nitrogen Rich
Flower Plant,Indoor,High,Potting Mix,High,74,80,49,7.1,Bone Meal
Herb,Outdoor Garden,High,Loamy,Low,22,23,58,7.4,Nitrogen Rich
Vegetable Plant,Rooftop,Low,Clay,Low,28,78,33,6.0,Nitrogen Rich
Leafy Ornamental,Rooftop,Low,Potting Mix,Low,36,76,75,6.2,Nitrogen Rich
Leafy Ornamental,Rooftop,High,Clay,Low,50,80,44,7.0,Nitrogen Rich
Flower Plant,Rooftop,Low,Potting Mix,Medium,22,57,62,5.7,Nitrogen Rich
Vegetable Plant,Balcony,High,Loamy,Low,51,79,79,6.9,Balanced NPK
Leafy Ornamental,Balcony,High,Loamy,Medium,20,71,24,6.0,Nitrogen Rich
Herb,Outdoor Garden,High,Potting Mix,Low,67,21,79,6.2,Phosphorus Rich
Herb,Rooftop,Low,Clay,Medium,43,54,36,6.3,Nitrogen Rich
Herb,Rooftop,High,Sandy,Medium,72,22,26,7.1,Phosphorus Rich
Succulent,Indoor,Low,Loamy,High,40,72,48,6.4,Compost
Flower Plant,Rooftop,High,Loamy,Low,63,74,75,7.1,Bone Meal
Vegetable Plant,Outdoor Garden,Low,Loamy,Medium,75,29,62,5.3,Phosphorus Rich
Vegetable Plant,Rooftop,Low,Potting Mix,Medium,24,21,27,5.6,Nitrogen Rich
Vegetable Plant,Rooftop,Low,Sandy,Medium,44,72,44,7.0,Balanced NPK
Herb,Outdoor Garden,Medium,Sandy,High,68,45,26,6.6,Balanced NPK
Flower Plant,Balcony,Low,Potting Mix,Medium,35,39,31,5.3,Balanced NPK
Succulent,Balcony,Low,Loamy,High,56,21,35,6.8,Phosphorus Rich
Herb,Outdoor Garden,Medium,Potting Mix,Medium,80,53,20,6.9,Balanced NPK
Flower Plant,Outdoor Garden,High,Potting Mix,Medium,67,55,42,5.3,Bone Meal
Leafy Ornamental,Indoor,Medium,Potting Mix,High,80,65,64,6.1,Nitrogen Rich
Flower Plant,Balcony,Medium,Potting Mix,High,55,40,70,6.7,Bone Meal
Herb,Outdoor Garden,Medium,Clay,Medium,56,30,78,6.1,Phosphorus Rich
Succulent,Indoor,Low,Loamy,Medium,73,80,49,6.7,Compost
Herb,Balcony,High,Loamy,Medium,65,38,71,5.8,Nitrogen Rich
Herb,Rooftop,Medium,Clay,Medium,62,55,30,5.1,Balanced NPK
Indoor Plant,Rooftop,Medium,Potting Mix,High,35,43,79,7.3,Liquid Fertilizer
Flower Plant,Indoor,Low,Potting Mix,Low,63,36,31,7.2,Balanced NPK
Indoor Plant,Balcony,Medium,Clay,Low,76,40,30,5.2,Balanced NPK
Herb,Indoor,Medium,Potting Mix,Low,44,70,51,6.1,Nitrogen Rich
Succulent,Rooftop,Low,Sandy,Low,66,67,23,5.5,Balanced NPK
Vegetable Plant,Rooftop,Low,Sandy,Medium,49,56,73,5.0,Vermicompost
Indoor Plant,Indoor,Low,Sandy,Medium,76,32,31,5.6,Phosphorus Rich
Succulent,Balcony,Low,Clay,Medium,41,20,79,7.0,Phosphorus Rich
Flower Plant,Outdoor Garden,Low,Sandy,Low,44,32,24,6.5,Phosphorus Rich
Vegetable Plant,Balcony,Medium,Sandy,Medium,44,48,77,6.8,Balanced NPK
Vegetable Plant,Outdoor Garden,Low,Sandy,High,75,69,65,6.1,Balanced NPK
Indoor Plant,Outdoor Garden,Medium,Sandy,Low,45,40,75,7.2,Liquid Fertilizer
Herb,Rooftop,Medium,Sandy,Medium,30,70,61,5.2,Nitrogen Rich
Vegetable Plant,Indoor,Medium,Loamy,Low,55,48,48,7.4,Balanced NPK
Succulent,Outdoor Garden,Low,Sandy,Low,56,53,41,5.7,Compost
Vegetable Plant,Indoor,Medium,Loamy,Medium,60,50,45,5.6,Balanced NPK
Flower Plant,Indoor,Low,Loamy,Medium,73,39,80,6.6,Bone Meal
Flower Plant,Rooftop,Medium,Sandy,Medium,29,20,33,6.2,Nitrogen Rich
Herb,Indoor,Low,Sandy,High,51,22,48,5.6,Phosphorus Rich
Flower Plant,Outdoor Garden,Medium,Sandy,Low,25,47,73,6.5,Nitrogen Rich
Herb,Outdoor Garden,Low,Potting Mix,High,58,20,37,7.2,Phosphorus Rich
Leafy Ornamental,Outdoor Garden,Low,Sandy,Medium,41,57,68,5.6,Nitrogen Rich
Indoor Plant,Balcony,High,Loamy,Medium,37,59,65,6.5,Liquid Fertilizer
Leafy Ornamental,Outdoor Garden,Low,Clay,High,22,31,70,6.4,Nitrogen Rich
Succulent,Rooftop,Medium,Loamy,Low,80,40,41,7.3,Compost
Herb,Balcony,Low,Clay,High,42,60,74,5.1,Nitrogen Rich
Leafy Ornamental,Indoor,Medium,Potting Mix,Low,34,46,34,5.7,Nitrogen Rich
Succulent,Indoor,High,Potting Mix,Low,78,46,56,5.5,Compost
Flower Plant,Rooftop,Low,Potting Mix,Low,38,40,70,7.0,Bone Meal
Succulent,Indoor,Medium,Loamy,Low,31,67,68,6.0,Nitrogen Rich
Vegetable Plant,Balcony,Medium,Sandy,Medium,39,57,37,6.0,Balanced NPK
Indoor Plant,Balcony,Low,Potting Mix,High,27,40,79,6.5,Nitrogen Rich
Vegetable Plant,Outdoor Garden,Medium,Clay,High,68,21,60,6.2,Phosphorus Rich
Succulent,Balcony,High,Sandy,Medium,61,64,76,6.5,Compost
Leafy Ornamental,Indoor,Medium,Sandy,High,66,54,26,5.3,Balanced NPK
Herb,Indoor,Medium,Sandy,Low,64,59,53,6.8,Nitrogen Rich
Flower Plant,Balcony,High,Potting Mix,Low,39,50,23,7.5,Balanced NPK
Herb,Balcony,High,Potting Mix,Medium,22,70,71,5.0,Nitrogen Rich
Leafy Ornamental,Indoor,Low,Sandy,High,56,67,48,6.6,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,Medium,Potting Mix,Low,61,39,64,6.4,Nitrogen Rich
Leafy Ornamental,Indoor,Low,Potting Mix,Medium,45,24,29,5.8,Phosphorus Rich
Herb,Rooftop,Medium,Potting Mix,High,42,24,29,7.1,Phosphorus Rich
Indoor Plant,Outdoor Garden,Low,Sandy,Low,44,78,26,7.0,Balanced NPK
Vegetable Plant,Rooftop,Low,Clay,Medium,38,44,57,6.2,Balanced NPK
Vegetable Plant,Indoor,Low,Potting Mix,High,24,58,37,7.2,Nitrogen Rich
Succulent,Indoor,High,Clay,Medium,66,44,34,7.3,Balanced NPK
Leafy Ornamental,Indoor,Low,Loamy,Medium,72,28,59,5.2,Phosphorus Rich
Indoor Plant,Balcony,Low,Sandy,Low,26,31,59,5.1,Nitrogen Rich
Vegetable Plant,Balcony,Low,Loamy,Medium,60,60,66,7.3,Balanced NPK
Herb,Rooftop,Low,Loamy,High,39,57,36,6.1,Nitrogen Rich
Herb,Indoor,High,Loamy,High,41,80,77,7.3,Nitrogen Rich
Indoor Plant,Rooftop,High,Clay,Low,28,30,79,6.5,Nitrogen Rich
Indoor Plant,Indoor,Medium,Loamy,Low,25,25,43,7.2,Nitrogen Rich
Vegetable Plant,Outdoor Garden,High,Potting Mix,High,66,75,72,5.0,Vermicompost
Succulent,Rooftop,Low,Loamy,Low,44,62,22,5.8,Balanced NPK
Flower Plant,Balcony,Medium,Loamy,High,30,77,52,5.7,Nitrogen Rich
